Locus_id
reference_CPS
06_wzy
10_wcrC_10A
10_wcrC_10B
12_wciI
15_wchL
15_wzd
23_wchA
24_glf
25_wcyD
35_wciG
06_wciN
06_wciP
10_wcrO
11_gct
11_wcjE
11_wcrL
11_wcwC
23_wzy_23A
23_wzy_23B
