penA	mtrR	porB	ponA	gyrA	parC	23S	ST
43.002	40	64	1	7	3	100	5315
34.007	305	13	100	7	4	100	5316
5.002	356	1	1	7	3	100	5317
2.001	15	1	1	100	2	100	5318
3.003	39	11	100	100	100	100	5319
34.007	40	100	100	100	2	100	5320
1.001	6	100	100	100	1	100	5321
18.001	36	9	1	2	24	100	5322
2.001	1	1	1	7	138	100	5323
2.002	18	14	100	7	41	100	5324
34.007	38	100	1	7	4	100	5325
2.001	89	1	100	7	3	100	5326
2.002	122	14	100	7	6	100	5327
43.002	39	100	100	7	6	100	5328
2.001	407	1	100	7	3	100	5329
1.019	5	100	100	100	1	100	5330
34.007	523	1	100	7	6	100	5331
2.001	89	1	100	100	100	100	5332
19.001	378	12	1	7	26	100	5333
2.001	1	3	100	7	3	100	5334
103.002	38	12	1	7	15	100	5335
12.004	1	100	1	1	3	100	5336
5.002	40	1	1	7	100	100	5337
22.001	14	14	100	100	2	100	5338
2.001	9	100	100	7	3	100	5339
17.001	122	3	1	7	3	100	5340
260.001	222	14	1	7	3	100	5341
5.002	122	13	1	7	188	100	5342
5.002	521	14	1	7	3	100	5343
72.001	9	1	100	7	3	100	5344
2.002	554	1	1	100	2	100	5345
22.001	559	4	1	100	2	100	5346
100.001	556	14	100	100	1	100	5347
2.002	555	8	100	100	2	100	5348
22.001	559	14	1	100	2	100	5349
100.018	560	14	100	100	1	100	5350
100.019	54	100	100	100	2	100	5351
100.018	557	14	100	100	1	100	5352
2.001	48	13	1	7	20	100	5353
19.001	301	100	1	7	3	100	5354
19.001	38	13	1	7	1	2	5355
14.001	9	1	100	100	1	100	5356
5.001	1	8	1	7	3	2	5357
5.002	39	3	1	7	3	2	5358
34.007	1	100	100	7	3	2	5359
60.002	40	4	1	7	4	100	5360
5.002	1	13	1	1	104	2	5362
103.002	38	100	1	7	20	100	5363
2.002	38	4	1	7	3	1	5364
2.001	39	100	100	7	4	2	5365
9.001	15	1	100	100	2	100	5366
2.006	14	19	100	100	1	100	5367
14.001	10	13	100	7	19	10	5368
21.001	49	13	100	7	20	100	5369
19.001	5	12	1	7	15	100	5370
34.007	54	13	100	7	20	100	5371
34.007	40	100	100	7	4	2	5372
14.001	19	3	1	7	3	2	5373
236.001	39	3	100	7	4	100	5374
2.001	587	14	100	7	3	100	5375
21.001	1	11	1	7	8	100	5376
2.002	588	3	100	7	3	100	5377
44.001	130	3	100	100	2	100	5378
22.001	589	100	100	100	7	100	5379
93.001	590	3	100	100	100	100	5380
2.002	89	100	100	7	189	100	5381
14.001	130	1	1	100	2	100	5382
38.002	39	11	100	100	100	100	5383
2.002	89	14	100	1	22	1	5384
11.001	54	100	100	21	20	100	5385
2.001	1	81	100	7	3	100	5386
2.001	39	1	100	1	22	1	5387
2.002	591	1	100	100	7	100	5388
264.001	40	1	100	7	4	100	5389
60.001	592	14	100	7	4	100	5390
2.002	216	100	100	7	4	6	5391
9.001	10	3	100	2	46	100	5392
2.001	39	1	100	7	4	65	5393
198.004	587	14	100	7	3	100	5394
43.002	122	1	100	7	100	100	5395
266.001	39	3	100	100	100	100	5396
2.001	594	13	1	7	3	100	5397
72.001	19	12	1	1	10	100	5398
34.033	15	1	100	100	7	6	5399
60.001	10	13	100	7	4	100	5400
34.001	9	3	100	7	3	100	5401
18.001	1	100	1	7	2	100	5402
14.001	39	12	100	100	100	100	5403
5.002	222	1	1	7	3	2	5404
60.001	19	4	1	7	9	100	5405
60.001	19	12	1	7	3	100	5406
166.001	40	12	100	7	4	100	5407
34.019	307	12	1	7	3	100	5408
1.001	222	11	1	7	3	100	5409
266.001	1	11	1	1	9	100	5410
5.002	222	11	1	7	3	100	5411
22.001	5	14	100	100	7	100	5412
2.001	40	1	1	7	3	1	5413
2.001	40	14	1	7	3	100	5414
14.001	39	35	100	100	100	100	5415
2.002	598	100	100	7	4	100	5416
22.001	76	13	1	1	49	2	5417
247.001	222	1	1	7	3	100	5418
268.001	122	13	100	7	3	100	5419
2.001	1	1	1	100	2	12	5420
269.001	361	100	100	100	2	100	5421
3.003	593	100	100	7	100	100	5422
5.002	597	14	1	7	3	100	5423
5.022	1	13	1	1	3	2	5424
76.006	25	3	100	100	100	1	5425
1.005	5	100	100	100	1	80	5426
101.001	600	8	1	2	4	2	5427
14.001	130	14	1	100	2	100	5428
14.001	274	14	1	7	3	100	5429
14.001	512	100	100	100	7	100	5430
15.001	15	100	100	100	2	100	5431
15.001	5	100	100	63	2	100	5432
19.001	261	14	1	7	3	100	5433
19.001	40	1	1	7	3	2	5434
19.001	47	3	1	7	191	100	5435
19.001	54	100	1	7	55	100	5436
2.001	1	1	1	100	190	100	5437
2.001	1	1	1	100	2	6	5438
2.001	1	13	100	7	3	100	5439
2.001	274	1	100	100	100	100	5440
2.001	39	11	100	7	4	12	5441
2.001	40	1	1	7	1	100	5442
2.001	54	3	100	1	10	100	5443
2.001	570	100	100	100	100	100	5444
2.001	9	3	100	7	100	100	5445
2.068	9	3	100	100	100	100	5446
2.069	9	8	100	100	100	100	5447
267.001	39	11	100	7	4	100	5448
34.001	136	11	1	1	3	100	5449
5.002	122	8	100	7	3	100	5450
5.002	5	14	1	7	3	100	5451
68.001	596	100	100	1	2	100	5452
9.009	39	100	100	100	100	100	5453
2.002	163	100	100	1	102	100	5454
2.002	40	13	100	7	7	100	5455
2.002	54	13	100	5	7	100	5456
9.001	10	8	100	2	46	1	5457
5.023	122	3	1	7	3	100	5458
2.001	39	3	100	64	100	100	5459
2.001	39	1	100	100	100	2	5460
44.001	122	3	1	1	10	100	5461
2.001	9	1	100	22	100	100	5462
2.001	9	100	100	100	175	100	5463
34.001	381	1	100	7	3	5	5464
34.001	407	1	1	7	3	100	5465
34.007	122	100	100	7	6	100	5466
34.007	305	100	100	7	6	100	5467
34.007	40	100	100	7	2	100	5468
43.002	122	100	100	7	192	100	5469
5.002	122	3	1	7	3	6	5470
5.002	122	1	100	7	143	100	5471
5.002	222	1	100	7	143	100	5472
5.002	274	14	1	7	3	100	5473
5.002	39	3	100	100	100	100	5474
5.002	446	1	1	7	3	100	5475
93.001	259	1	100	100	100	100	5476
93.001	259	3	100	100	100	12	5477
94.001	599	100	100	10	2	2	5478
14.001	130	3	100	100	2	2	5479
2.002	9	1	100	100	2	100	5480
34.007	122	13	100	7	3	100	5481
34.007	122	8	100	7	6	100	5482
43.002	122	9	100	7	6	100	5483
43.002	39	1	100	7	4	100	5484
43.002	39	11	100	7	4	100	5485
5.002	122	1	1	7	6	100	5486
9.001	10	8	100	2	46	13	5487
34.007	40	100	1	7	4	100	5488
22.001	10	14	100	1	22	100	5489
2.07	39	11	100	100	100	100	5490
14.021	130	3	100	100	2	100	5491
2.001	9	3	100	1	3	2	5492
5.002	122	14	1	47	3	100	5493
13.001	19	11	100	100	100	100	5494
5.002	40	100	1	7	4	100	5495
14.001	9	3	100	100	100	100	5496
2.001	1	1	1	100	45	100	5497
2.008	54	4	1	7	22	100	5498
2.001	203	1	1	100	1	100	5499
166.001	1	1	1	100	2	100	5500
2.054	1	1	1	100	2	100	5501
2.001	330	14	1	100	100	100	5502
2.001	330	1	1	100	100	100	5503
19.001	69	100	100	7	20	100	5504
166.001	402	6	100	7	4	100	5505
166.001	402	1	100	7	4	100	5506
166.001	42	100	100	10	2	100	5507
14.001	10	13	100	1	4	100	5508
2.001	42	14	1	100	1	100	5509
153.001	18	100	100	100	1	100	5510
69.001	89	13	100	7	26	100	5511
2.002	54	14	100	1	100	100	5512
2.002	105	100	100	100	2	100	5513
166.001	402	100	100	7	4	100	5514
166.001	40	14	100	7	4	100	5515
2.001	40	1	100	100	1	100	5516
34.007	54	13	100	7	4	100	5517
13.001	54	12	100	7	6	100	5518
2.024	133	100	100	7	48	100	5519
18.001	5	31	1	7	3	100	5520
34.001	486	100	14	57	3	100	5521
10.001	532	1	1	7	26	12	5522
2.002	532	24	100	7	4	100	5523
10.013	122	1	100	7	6	100	5524
34.001	38	11	1	7	26	100	5525
60.001	89	14	100	7	4	100	5526
2.002	532	17	100	7	4	100	5527
43.002	122	100	100	7	6	12	5528
10.001	486	100	1	7	26	100	529
10.001	38	11	1	7	26	100	5530
2.002	602	100	100	10	2	100	5531
10.001	1	7	1	7	3	100	5532
34.007	1	8	100	7	4	100	5533
34.001	486	100	1	7	3	100	5534
10.001	1	1	1	7	3	100	5535
34.001	1	8	1	7	3	100	5536
120.001	1	100	1	7	3	100	5537
270.001	25	8	1	7	43	100	5538
19.001	18	19	1	7	2	100	5539
69.006	54	14	17	7	20	100	5540
271.001	40	3	100	7	4	100	5541
12.007	25	11	100	7	3	4	5542
10.001	10	12	1	7	26	100	5543
34.034	9	100	100	100	6	100	5544
2.002	122	3	1	7	3	100	5545
166.001	40	13	100	7	4	100	5546
272.001	222	1	1	7	3	100	5547
2.002	9	1	100	7	3	100	5548
274.001	33	100	1	2	5	100	5549
2.001	1	1	1	7	138	2	5550
2.002	40	100	100	7	3	6	5551
166.001	40	1	100	7	100	100	5552
13.001	289	14	1	7	3	100	5553
60.001	47	12	1	7	3	100	5554
60.001	1	4	1	1	3	100	5555
60.001	22	8	1	34	24	100	5556
60.001	89	100	1	7	3	1	5557
60.001	1	100	13	7	3	100	5558
60.001	22	8	1	34	24	2	5559
60.001	22	8	1	34	93	2	5560
5.002	603	1	1	1	3	2	5561
3.003	39	100	100	7	3	100	5562
34.007	40	11	100	7	25	100	5563
34.007	274	1	100	7	4	100	5564
13.001	122	100	1	7	3	100	5565
34.007	305	100	100	100	4	100	5566
34.007	512	3	100	7	3	100	5567
34.001	9	11	100	7	3	100	5568
34.001	1	11	1	1	9	100	5569
9.001	9	3	100	7	100	100	5570
2.001	15	3	1	100	2	100	5571
2.008	54	14	100	100	1	100	5572
2.001	40	21	1	7	3	100	5573
2.001	361	3	1	100	2	100	5574
237.001	47	100	1	7	78	100	5575
44.001	16	10	1	7	45	100	5576
15.003	10	100	100	1	3	100	5577
2.002	69	100	100	1	26	100	5578
19.001	25	14	1	7	140	100	5579
9.001	10	13	100	2	46	100	5580
2.008	54	1	100	100	2	6	5581
19.001	69	100	1	7	26	100	5582
2.001	18	13	1	7	3	100	5583
2.022	19	4	1	25	10	100	5584
9.001	10	100	1	1	22	100	5585
2.002	54	54	100	1	59	100	5586
10.001	54	100	100	7	20	100	5587
208.001	532	17	100	7	4	100	5588
14.002	15	100	100	100	7	6	5589
14.002	29	1	100	100	3	100	5590
60.001	22	12	1	34	93	100	5591
18.001	174	8	1	7	15	100	5592
60.001	54	14	100	7	20	100	5593
2.002	122	100	1	7	3	100	5594
44.001	282	1	1	1	10	100	5595
34.006	69	100	100	7	18	8	5596
2.008	54	1	100	100	1	100	5597
14.001	39	1	1	7	3	100	5598
2.001	40	1	1	100	3	100	5599
34.036	381	1	100	7	3	100	5600
2.001	54	3	100	100	2	100	5601
2.002	10	13	100	100	7	100	5602
2.002	10	13	100	7	4	100	5603
2.002	38	100	100	7	40	100	5604
9.001	10	37	100	7	103	100	5605
19.001	166	100	1	7	131	100	5606
2.002	89	14	100	7	103	100	5607
2.001	5	3	100	2	40	100	5608
2.008	346	100	1	2	131	6	5609
2.001	54	3	100	2	10	100	5610
2.002	89	13	100	7	40	100	5611
19.001	10	100	1	7	17	100	5612
2.001	54	14	100	2	40	100	5613
2.002	54	100	100	100	7	100	5614
19.001	10	100	1	7	131	100	5615
9.001	10	14	100	7	103	100	5616
2.001	5	100	100	2	40	100	5617
11.001	10	100	100	7	103	100	5618
2.002	89	3	100	7	40	100	5619
9.001	10	3	1	7	103	100	5620
2.002	89	100	100	7	40	100	5621
2.001	89	14	100	7	4	100	5622
2.001	54	100	100	1	49	100	5623
19.001	166	100	1	7	49	100	5624
2.002	54	100	100	2	10	100	5625
19.001	54	37	1	7	26	100	5626
2.002	89	100	100	7	49	100	5627
2.002	10	100	100	7	40	100	5628
2.002	1	13	100	1	10	100	5629
11.001	10	100	1	7	103	100	5630
19.001	89	100	100	7	17	100	5631
2.001	5	14	100	100	2	100	5632
19.001	5	14	1	7	40	100	5633
2.002	89	37	100	7	26	100	5634
19.001	5	100	1	7	40	100	5635
103.001	89	3	1	7	131	100	5636
2.001	5	100	100	7	40	100	5637
2.001	5	100	1	7	40	100	5638
2.001	54	14	100	7	40	100	5639
2.001	89	37	100	7	26	100	5640
22.001	76	14	1	1	49	100	5641
2.002	69	3	100	7	4	100	5642
14.001	54	13	100	1	90	100	5643
237.001	18	100	100	7	18	100	5644
44.001	16	11	1	1	45	100	5645
34.001	9	1	100	7	3	2	5646
43.002	1	14	100	7	3	100	5647
19.001	47	13	1	7	78	100	5648
5.002	1	37	1	1	3	100	5649
2.001	39	1	100	1	4	100	5650
12.001	35	3	1	1	8	100	5651
166.001	89	100	100	7	20	100	5652
19.001	1	3	1	7	43	100	5653
19.001	222	100	1	7	3	100	5654
2.002	18	100	100	7	22	100	5655
5.002	10	3	100	1	3	100	5656
237.001	1	100	1	7	25	100	5657
60.001	19	11	1	21	15	100	5658
60.001	22	11	1	34	93	100	5659
60.001	1	11	13	7	3	100	5660
34.001	69	100	100	7	18	8	5661
5.002	39	3	1	7	143	100	5662
19.022	11	100	100	100	2	100	5663
14.001	610	4	100	1	4	100	5664
2.072	10	19	100	7	90	100	5665
2.002	89	14	100	7	40	100	5666
19.001	607	37	1	7	26	100	5667
19.001	605	14	1	7	131	100	5668
9.001	606	100	1	1	49	100	5669
19.021	605	3	1	7	131	100	5670
9.001	612	100	1	1	49	100	5671
2.002	611	100	100	7	40	100	5672
277.001	1	14	1	1	22	100	5673
277.001	1	12	1	1	22	100	5674
277.001	1	3	1	1	22	100	5675
2.002	89	14	100	7	194	100	5676
2.001	54	13	100	1	196	100	5677
9.001	10	100	100	7	195	100	5678
277.001	1	100	1	1	22	100	5679
2.071	54	100	1	7	26	100	5680
14.001	368	100	100	100	7	82	5681
15.003	275	14	100	65	26	100	5682
2.014	54	13	1	66	20	100	5683
19.001	47	3	1	7	193	100	5684
2.001	1	1	1	67	2	100	5685
2.073	42	100	100	10	2	100	5686
14.001	608	13	100	2	26	100	5687
60.001	622	100	100	7	20	100	5688
14.001	39	100	100	100	100	2	5689
14.001	10	3	100	1	20	100	5690
184.001	48	3	100	14	7	12	5691
2.001	5	100	100	7	3	100	5692
2.002	604	1	100	7	4	100	5693
2.002	10	13	1	100	100	6	5694
2.001	54	14	100	100	2	100	5695
2.008	18	14	100	100	1	100	5696
14.001	430	14	1	100	7	100	5697
2.002	10	100	100	100	7	8	5698
2.001	54	3	100	100	1	100	5699
19.001	337	100	100	100	1	100	5700
14.001	57	3	100	100	2	100	5701
22.001	10	100	1	100	2	100	5702
19.001	42	100	100	100	1	100	5703
22.001	9	12	1	100	2	100	5704
22.001	163	100	1	100	2	100	5705
22.001	57	100	1	100	2	100	5706
14.001	18	100	100	100	1	100	5707
14.001	18	8	100	100	2	100	5708
19.001	512	100	100	100	1	100	5709
2.002	81	13	100	100	2	100	5710
12.001	54	100	1	100	7	100	5711
2.002	54	100	100	100	100	100	5712
34.001	122	100	1	7	3	83	5713
198.005	532	17	100	7	4	100	5714
10.001	609	11	1	7	26	12	5715
276.001	89	14	100	7	4	100	5716
19.001	628	100	100	100	1	100	5717
14.027	81	100	100	100	2	100	5718
22.001	627	100	1	100	2	100	5719
14.001	10	100	100	100	197	100	5720
19.001	631	100	100	100	1	100	5721
14.001	10	3	100	100	197	100	5722
2.002	629	3	100	100	100	100	5723
14.027	81	14	100	100	2	100	5724
22.001	630	100	1	100	2	100	5725
280.001	39	100	100	100	100	100	5726
281.001	222	1	1	7	3	100	5727
5.002	597	1	1	7	3	100	5728
282.001	222	1	1	7	3	100	5729
18.001	36	16	1	2	24	2	5730
279.001	40	100	100	7	4	100	5731
5.024	122	3	1	7	3	100	5732
34.007	305	3	100	100	4	100	5733
34.001	1	11	100	1	3	2	5734
2.002	42	37	100	10	2	100	5735
44.001	614	10	1	1	10	100	5736
2.002	39	3	100	100	100	2	5737
2.001	130	3	100	100	100	2	5738
2.001	9	100	100	1	1	100	5739
2.001	40	1	100	7	3	100	5740
2.001	222	100	1	7	3	75	5741
2.001	39	100	100	100	3	100	5742
2.001	620	1	1	100	2	100	5743
2.001	9	1	100	7	1	100	5744
2.001	137	1	1	100	2	100	5745
2.001	39	4	100	7	4	100	5746
2.001	222	1	1	7	3	100	5747
2.001	10	3	100	1	30	100	5748
2.001	597	14	1	7	3	100	5749
2.002	40	3	100	7	26	100	5750
2.002	618	1	100	100	7	100	5751
2.002	40	1	1	7	3	100	5752
2.002	616	4	100	100	7	100	5753
2.002	615	3	100	100	2	100	5754
2.002	19	11	100	1	18	100	5755
5.002	1	12	1	1	25	2	5756
5.002	40	10	1	7	3	100	5757
5.002	222	100	100	7	1	100	5758
5.002	222	11	1	7	1	100	5759
5.002	39	1	1	7	2	100	5760
5.002	15	1	1	1	23	100	5761
5.002	222	11	1	7	23	100	5762
5.002	137	3	1	7	3	100	5763
10.001	33	37	1	2	7	100	5764
12.001	10	100	1	1	3	100	5765
12.001	9	1	100	100	100	100	5766
13.001	19	100	100	1	9	100	5767
13.001	19	21	1	7	9	100	5768
14.001	621	3	100	7	100	2	5769
14.001	47	3	1	7	113	100	5770
14.026	5	100	100	100	7	100	5771
19.001	159	3	1	7	26	100	5772
19.001	274	1	100	7	20	100	5773
19.001	25	21	100	100	2	100	5774
19.001	38	46	1	7	26	100	5775
22.001	268	100	100	100	100	100	5776
34.001	1	21	1	1	3	100	5777
34.001	1	19	1	1	3	100	5778
34.007	1	1	100	7	3	100	5779
34.007	40	13	100	7	3	100	5780
34.007	40	1	1	7	3	100	5781
43.002	40	100	100	7	3	100	5782
44.001	16	10	1	1	71	100	5783
44.001	40	1	1	7	3	100	5784
76.007	25	3	100	100	100	2	5785
92.001	38	3	1	7	23	100	5786
93.001	25	31	100	100	100	2	5787
94.001	613	100	100	10	2	100	5788
100.006	619	100	100	7	4	100	5789
198.006	40	100	1	7	3	100	5790
208.002	305	14	100	7	4	100	5791
278.001	3	1	100	100	2	100	5792
60.001	89	13	1	7	3	1	5793
15.001	62	82	100	100	2	100	5794
2.002	626	13	100	100	2	100	5795
2.074	54	100	1	7	20	100	5796
215.002	33	100	1	2	5	100	5797
265.001	1	8	1	7	3	100	5798
60.001	623	14	100	1	20	100	5799
67.005	624	100	100	7	3	100	5800
93.001	625	3	100	100	100	100	5801
14.025	29	1	100	100	7	2	5802
91.001	512	3	100	7	3	100	5803
2.001	39	11	100	7	26	1	5804
12.001	35	100	1	100	1	100	5805
9.001	75	13	1	1	22	100	5806
22.001	76	100	1	100	2	100	5807
14.028	10	100	100	100	7	100	5808
14.001	10	13	1	100	7	100	5809
22.001	10	3	1	100	2	100	5810
34.007	40	100	100	7	55	100	5811
5.002	222	3	1	7	4	100	5812
34.007	1	4	1	7	3	100	5813
5.002	1	4	1	34	3	100	5814
13.001	1	100	1	21	3	100	5815
5.014	1	11	1	7	47	100	5816
2.002	54	100	100	7	4	100	5817
19.001	18	14	1	7	102	100	5818
14.001	10	14	100	1	49	100	5819
14.001	171	100	100	1	22	100	5820
2.008	40	100	100	7	4	100	5821
19.001	18	100	1	7	49	100	5822
9.001	10	100	100	1	22	100	5823
14.001	10	13	1	1	2	100	5824
2.001	39	13	100	61	100	1	5825
14.001	641	3	100	100	100	100	5826
5.002	105	1	1	7	3	100	5827
14.002	15	14	100	100	26	6	5828
10.001	38	16	1	7	26	100	5829
19.001	368	100	100	7	26	100	5830
2.002	54	100	100	1	26	100	5831
2.001	39	100	100	7	3	100	5832
166.001	40	14	100	7	100	100	5833
60.001	1	13	1	7	181	100	5834
60.001	1	16	1	7	3	100	5835
60.001	1	8	1	7	181	100	5836
60.001	1	16	1	7	181	100	5837
34.012	40	13	100	7	4	100	5838
223.002	587	14	100	7	3	100	5839
34.007	40	60	100	7	4	100	5840
34.007	9	1	100	7	4	100	5841
60.001	1	21	1	7	3	77	5842
34.001	16	3	1	1	5	100	5843
10.001	89	100	100	7	5	100	5844
237.001	47	8	1	7	3	100	5845
92.001	1	21	1	7	23	100	5846
13.002	25	21	1	7	3	100	5847
21.001	40	4	1	7	4	100	5848
10.001	89	100	100	7	4	100	5849
10.001	38	3	1	7	26	12	5850
34.006	69	100	100	1	3	8	5851
237.001	1	26	1	7	3	100	5852
10.001	47	31	1	34	5	100	5853
27.002	89	4	100	34	5	100	5854
34.001	1	3	100	7	20	100	5855
72.001	16	11	1	1	10	100	5856
10.001	587	14	100	7	3	100	5857
72.005	38	8	1	7	26	100	5858
34.007	40	100	1	7	3	100	5859
34.001	130	21	100	1	3	100	5860
13.002	1	48	1	7	3	100	5861
237.001	1	4	1	7	3	100	5862
265.001	1	8	1	7	5	100	5863
34.001	22	8	1	34	93	100	5864
2.001	587	100	100	7	3	100	5865
34.001	16	100	1	1	10	100	5866
237.002	40	21	100	7	23	100	5867
18.001	25	100	1	7	43	100	5868
237.001	1	100	1	7	3	100	5869
13.002	25	11	1	7	53	100	5870
92.001	40	8	1	7	4	100	5871
286.001	587	14	100	7	3	100	5872
10.001	25	11	1	7	3	100	5873
237.001	1	12	1	7	3	100	5874
9.001	19	100	1	7	3	100	5875
34.001	9	1	100	7	4	100	5876
166.001	40	100	100	7	3	100	5877
34.001	1	12	1	7	3	100	5878
34.001	405	100	100	7	20	100	5879
92.001	1	21	1	69	23	100	5880
13.002	1	12	1	38	3	100	5881
34.001	405	8	100	7	20	100	5882
34.007	40	31	100	7	4	100	5883
60.001	1	11	1	7	5	100	5884
237.001	22	8	1	34	93	100	5885
265.001	1	11	1	7	5	100	5886
5.002	33	31	1	7	3	100	5887
34.001	40	100	100	7	3	100	5888
289.001	587	100	100	7	3	100	5889
287.001	1	55	1	7	3	100	5890
60.002	40	4	1	7	5	100	5891
34.007	124	14	100	1	3	100	5892
2.002	105	100	100	1	10	100	5893
43.002	122	100	100	7	53	100	5894
237.001	1	55	1	7	3	100	5895
34.001	9	100	100	7	4	100	5896
5.002	33	100	1	7	3	100	5897
2.002	25	4	1	7	53	100	5898
34.007	1	11	1	1	3	100	5899
166.001	1	14	100	7	3	100	5900
18.001	89	4	1	7	3	100	5901
60.001	47	13	1	7	78	100	5902
2.002	25	8	1	7	53	100	5903
34.001	16	11	1	1	10	100	5904
265.001	1	100	1	7	5	100	5905
34.001	1	100	1	2	5	100	5906
34.001	405	4	100	7	20	100	5907
288.001	19	12	1	2	5	100	5908
72.004	645	8	1	7	26	100	5909
34.001	643	11	1	7	26	100	5910
10.001	644	8	1	2	5	100	5911
9.001	646	100	1	7	5	100	5912
166.001	40	14	100	7	202	100	5913
2.002	642	100	100	7	20	100	5914
34.001	643	8	1	7	26	100	5915
2.002	89	84	100	7	53	100	5916
34.007	40	11	100	7	202	100	5917
291.001	33	83	1	2	5	100	5918
21.001	1	8	1	1	5	100	5919
2.002	597	14	1	7	3	100	5920
2.001	39	3	100	100	100	2	5921
2.001	130	3	100	100	100	100	5922
2.001	222	100	1	7	3	100	5923
290.001	9	8	100	100	100	100	5924
9.012	617	8	1	100	2	100	5925
283.001	1	1	1	100	2	100	5926
187.002	122	1	1	7	3	100	5927
43.002	89	100	1	7	198	100	5928
5.002	122	3	1	7	199	100	5929
14.001	18	100	1	1	22	100	5930
69.007	10	13	100	1	26	100	5931
19.001	16	14	1	7	17	100	5932
2.002	14	13	100	7	4	100	5933
34.001	130	8	100	1	3	100	5934
13.001	47	100	1	7	17	100	5935
34.007	39	11	100	7	26	1	5936
2.001	39	11	100	7	25	1	5937
13.001	16	8	1	1	9	100	5938
67.004	40	11	100	7	3	100	5939
2.001	39	1	100	7	26	1	5940
5.002	40	100	1	7	3	2	5941
34.007	40	13	100	7	4	2	5942
2.001	47	100	100	7	4	100	5943
64.001	51	13	1	2	5	100	5944
63.001	38	11	1	7	55	100	5945
2.001	1	54	100	7	3	100	5946
166.001	40	8	100	7	4	100	5947
2.001	122	14	1	7	2	100	5948
2.001	5	14	1	47	2	100	5949
2.001	39	85	100	7	26	1	5950
292.001	38	11	1	7	55	100	5951
2.001	39	11	100	70	4	100	5952
15.001	376	1	100	100	2	2	5953
93.003	25	3	100	100	100	2	5954
2.001	122	11	100	7	3	4	5955
34.007	5	14	100	7	4	100	5956
2.001	122	11	100	7	3	100	5957
2.002	176	100	1	1	4	100	5958
2.002	54	3	100	7	4	2	5959
2.002	633	3	100	7	4	2	5960
19.001	18	100	1	7	4	100	5961
2.002	10	14	100	1	4	100	5962
2.002	10	100	100	1	45	100	5963
19.001	634	14	100	1	22	100	5964
142.001	16	11	1	7	6	100	5965
43.001	1	100	1	7	110	100	5966
13.001	25	37	1	7	53	100	5967
13.001	1	4	1	7	9	2	5968
12.001	25	8	1	34	93	100	5969
60.001	1	31	1	7	3	100	5970
60.001	1	49	1	21	3	100	5971
21.001	19	8	1	7	23	100	5972
60.001	22	12	1	7	3	100	5973
5.002	19	12	1	7	3	100	5974
293.001	22	49	1	21	3	100	5975
9.001	22	9	1	34	93	100	5976
12.001	22	8	1	5	93	100	5977
9.001	22	8	1	5	100	100	5978
13.001	1	12	1	1	1	100	5979
18.001	22	8	1	1	3	100	5980
11.001	1	8	1	1	2	100	5981
21.001	1	100	1	7	3	100	5982
12.012	1	8	1	1	3	100	5983
18.001	47	100	1	7	21	100	5984
21.001	47	100	1	7	21	100	5985
43.001	1	8	1	7	6	100	5986
18.001	1	8	1	7	6	100	5987
18.001	1	10	1	7	3	100	5988
22.001	19	8	1	1	3	100	5989
103.002	47	100	1	72	21	100	5990
43.002	1	100	1	7	3	100	5991
18.001	1	100	1	7	24	100	5992
2.001	1	4	1	1	52	100	5993
2.002	1	12	1	7	3	100	5994
60.001	22	4	1	34	93	100	5995
60.001	22	4	1	5	100	100	5996
60.001	36	12	1	7	3	100	5997
60.001	38	8	1	7	15	100	5998
12.001	1	8	1	1	114	100	5999
13.001	1	8	1	1	15	100	6000
12.001	1	8	100	2	94	100	6001
5.002	1	8	1	2	3	100	6002
4.001	25	8	1	7	202	100	6003
13.001	1	23	1	1	1	100	6004
43.001	16	12	1	7	199	100	6005
121.002	1	4	1	7	3	100	6006
18.001	1	8	1	7	1	12	6007
5.014	1	12	1	7	47	100	6008
60.001	25	11	1	21	15	100	6009
13.014	1	8	1	7	3	100	6010
34.007	192	8	1	1	3	100	6011
60.001	1	4	13	7	3	100	6012
18.001	5	16	1	7	3	100	6013
18.001	1	12	1	7	39	100	6014
60.001	19	55	1	7	3	100	6015
34.007	647	11	100	7	4	100	6016
34.007	40	29	100	7	4	100	6017
13.002	1	11	1	71	3	100	6018
5.002	47	8	1	7	21	100	6019
103.001	22	11	1	1	3	100	6020
21.001	47	11	1	7	21	1	6021
196.001	437	3	1	23	10	100	6022
34.007	216	12	1	7	3	100	6023
43.002	289	11	1	5	3	100	6024
13.003	25	100	1	2	10	100	6025
103.002	47	100	1	7	21	100	6026
18.001	16	11	1	7	3	100	6027
34.007	40	100	100	7	3	100	6028
60.001	1	12	1	1	3	100	6029
43.004	47	100	1	21	21	100	6030
60.001	1	12	1	38	3	100	6031
60.001	1	55	1	7	3	100	6032
60.001	54	100	1	7	15	100	6033
60.001	19	4	1	1	9	100	6034
60.001	1	12	13	21	3	100	6035
294.001	33	100	1	2	5	100	6036
43.009	648	100	1	2	10	100	6037
2.006	54	100	1	2	131	6	6038
4.001	25	16	1	9	4	100	6039
2.039	54	14	1	15	10	100	6040
295.001	40	1	1	7	3	100	6041
12.011	22	8	1	34	93	100	6042
2.002	649	100	100	7	40	100	6043
5.002	161	100	100	7	3	100	6044
5.002	40	11	1	7	124	100	6045
265.002	1	31	1	7	3	100	6046
2.002	115	11	100	1	22	1	6047
2.002	651	100	100	7	189	100	6048
5.002	122	3	1	47	3	100	6049
2.001	40	3	1	100	2	100	6050

