Locus_id,
cpsH3,result
cpsH1a,result
cpsH1b,result
cpsE8,result
cpsI6,result
cpsK1a,result
cpsM,result
cpsM7,result
cpsO,result
cpsP,result
cpsQ,result
cpsR,result
cpsE,mutations
reference_CPS,
